text,label,cleaned_text
"Oder mang về, Quán chuyên nghiệp chu đáo, ấm cúng 🥰, xuất sắc",2,oder mang về quán chuyên nghiệp chu đáo ấm cúng xuất sắc
"Phục vụ phục vụ tạm được, thấy rất worth?!!!!...?",1,phục vụ phục vụ tạm thấy rất worth
"Đi ăn với bạn, Quán tận tình chu đáo, sang trọng #review#food_review",2,đi ăn với bạn quán tận tình chu đáo sang trọng reviewfood_review
"Oder mang về, Không gian ấm cúng, sẽ quay lạiiii lần sau",2,oder mang về không gian ấm cúng sẽ quay lạiiii lần sau
"Ghé quán hôm qua, tương đối ổn, 💭 giá tương đối hợp lý,!..",1,ghé quán hôm qua tương đối ổn giá tương đối hợp lý
"Quán này thật,",0,quán thật
"Ghé quán hôm qua, Giá cả tốt,?! cực kỳ hài lòng quá xịn luôn...!!!!!! <3!!! <3",2,ghé quán hôm qua giá cả tốt cực kỳ hài lòng quá xịn luôn 3 3
"Đi ăn với bạn, Quán tận tình chu đáo, sabg trọng 😊 👍..",2,đi ăn với bạn quán tận tình chu đáo sabg trọng
"Ghé quán hôm qua, Món này xuất sắc thiệt luôn, cần cải thiện thêm.. #review#food_review",2,ghé quán hôm qua món xuất sắc thiệt luôn cần cải thiện thêm reviewfood_review
"không thể chấp nhận được Vệ sinh ,?! 💔!!",0,không thể chấp nhận vệ sinh
"Ghé quán hôm qua, Món này ngon thiệt luôn, giá hơi cao 👍?!",2,ghé quán hôm qua món ngon thiệt luôn giá hơi cao
"Đi ăn với bạn, Vệ sinh vl, éo bao giờ quay lại, thất vọng quá thất vọng quá bùn",0,đi ăn với bạn vệ sinh vl éo bao giờ quay lại thất vọng quá thất vọng quá bùn
"cũng được, đéo gian thoải mái, nhưnggg nên nâng cấp dịch vụ 💭",1,cũng đéo gian thoải mái nhưnggg nên nâng cấp dịch vụ
"bình thường, giá tương đối hợp lý,?!",1,bình thường giá tương đối hợp lý
"Phục vụ chuyên nghiệp tạm được, cần cải thiện thêm!!!",1,phục vụ chuyên nghiệp tạm cần cải thiện thêm
"Đồ ăn tốt xuất sắc, #review#food_review",2,đồ ăn tốt xuất sắc reviewfood_review
"Ghé quán hôm qua, Đồ ăn đỉnh xuất sắc,!!!!?!!!! <3",2,ghé quán hôm qua đồ ăn đỉnh xuất sắc 3
"Giá cả rẻ, 🥰...!!!!?! #review#food_review",2,giá cả rẻ reviewfood_review
"Phục vụ chậm trễ,",0,phục vụ chậm trễ
"😄 Giá cả phải chăng,, quá xịn luôn",2,giá cả phải chăng quá xịn luôn
"Đồ ăn ,!!! không đáng tiền không đáng tiền",0,đồ ăn không đáng tiền không đáng tiền
"cực kỳ hài lòng Quán phục vụ chu đáo, thoải mái",2,cực kỳ hài lòng quán phục vụ chu đáo thoải mái
"Đồ ăn vl,!!!>.<......",0,đồ ăn vl
"Giá tương đối hợp lý, #review#food_review",1,giá tương đối hợp lý reviewfood_review
"đỉnh thật sự cực kỳ hài lòng, ✨ giá cả tốt,!!!!!",2,đỉnh thật sự cực kỳ hài lòng giá cả tốt
"Đi ăn với bạn, quá xịn luôn, món này xuất sắc thiệt luôn, cần cải thiện thêm",2,đi ăn với bạn quá xịn luôn món xuất sắc thiệt luôn cần cải thiện thêm
"Ghé quán hôm qua, Món này đúng vị thiệt luôn, cần cải thiện thêm!!!",2,ghé quán hôm qua món đúng vị thiệt luôn cần cải thiện thêm
"Đồ ăn chất lượng xuất sắc,..",2,đồ ăn chất lượng xuất sắc
"Món này xuất sắc thiệt luôn, thấy rất worth quá xịn luôn quá xịn luôn",2,món xuất sắc thiệt luôn thấy rất worth quá xịn luôn quá xịn luôn
"Quán nàyyy thật,(?)......",0,quán nàyyy thật
"Giá cả tốt,?! 😊!?!!!!",2,giá cả tốt
"Oder mang về, kinh hoàng Vệ sinh , 😞!!! thất vọng quá không đáng tiền dz",0,oder mang về kinh hoàng vệ sinh thất vọng quá không đáng tiền dz
"Món này ngon thiệt luôn, đáng đồng tiền!!!!?!!!! <3",2,món ngon thiệt luôn đáng đồng tiền 3
"Phục vụ chuyên nghiệp tạm được, thấy rat worth 🤔, bình thường 😐",1,phục vụ chuyên nghiệp tạm thấy rat worth bình thường
"quá tệ Đi ăn với bạn, Giá hơi , đábg đồng tuền!!! ...(?)>.<",0,quá tệ đi ăn với bạn giá hơi đábg đồng tuền
"Món này xuất sắc thiệt luôn, đáng đồng tiền ❤️!! được của l*",2,món xuất sắc thiệt luôn đáng đồng tiền l
"Món này xuất sắc thiệt luôn, thấy rat worth!",2,món xuất sắc thiệt luôn thấy rat worth
"dã man Quán chuyên nghiệp chu đáo, đẹp 🥰 #review#food_review",2,dã man quán chuyên nghiệp chu đáo đẹp reviewfood_review
"đ*o Quán chuyên nghiệp chu đáo, sang trọng bùn!!!!?!...!!! #review#food_review",2,đo quán chuyên nghiệp chu đáo sang trọng bùn reviewfood_review
"😄 Món này tuyệt thiệt luôn, giá hơi cao?!!!! <3!?!!?!",2,món tuyệt thiệt luôn giá hơi cao 3
"Đồ ăn đậm đà bình thường, giá hơiii cao! 💁...?....? #review#food_review",1,đồ ăn đậm đà bình thường giá hơiii cao reviewfood_review
"Giá tương đối phải chăng,?! 💭 tương đối ổn v~...",1,giá tương đối phải chăng tương đối ổn v
"vcl dk Đi ăn với bạn, đét Quán chuyên nghiệp chu đáo, đẹp..",2,vcl dk đi ăn với bạn đét quán chuyên nghiệp chu đáo đẹp
"không có gì để chê, đồ ăn xuất sắc xuất sắc, 😄..",2,không gì để chê đồ ăn xuất sắc xuất sắc
"Oder mang về, Quán chuyên nghiệp chu đáo, ấm cúng 😊, xuất sắc #review#food_review",2,oder mang về quán chuyên nghiệp chu đáo ấm cúng xuất sắc reviewfood_review
"huhu 🤔 Đồ ăn đậm đà bình thường, đáng đồng tiền #review#food_review",1,huhu đồ ăn đậm đà bình thường đáng đồng tiền reviewfood_review
"ưng cái bụng, quán nhiệt tình chu đáo, ấm cúng!!! <3!!! <3",2,ưng cái bụng quán nhiệt tình chu đáo ấm cúng 3 3
"Quán phục vụ chu đáo, sang trọng, ưng cái bụng 💯...!!!!!! <3",2,quán phục vụ chu đáo sang trọng ưng cái bụng 3
"Không gian ấm cúng, nên thử nhé, không có gì để chê #review#food_review",2,không gian ấm cúng nên thử nhé không gì để chê reviewfood_review
"ưng cái bụng, quá xá quán nhiệt tình chu đáo, ấm cúng",2,ưng cái bụng quá xá quán nhiệt tình chu đáo ấm cúng
"✨ Giá cả phải chăng,",2,giá cả phải chăng
"Oder mang về, Quán tận tình chu đáo, đẹp 👍, ưng cái bụng cực kỳ hài lòng vcl",2,oder mang về quán tận tình chu đáo đẹp ưng cái bụng cực kỳ hài lòng vcl
"chán thật sự kinh hoàng Vệ sinh vl, éo bao giờ quay lại, thất vọng quá  #review#food_review",0,chán thật sự kinh hoàng vệ sinh vl éo bao giờ quay lại thất vọng quá reviewfood_review
"Oder mang về, 🤔 Đồ ăn đúnggg vị bình thường, giá hơi cao!!",1,oder mang về đồ ăn đúnggg vị bình thường giá hơi cao
"Đồ ăn xuất sắc xuất sắc,?! 😄",2,đồ ăn xuất sắc xuất sắc
"Phục vụ nhiệt tình tạm được, giá hơi cao 🤔",1,phục vụ nhiệt tình tạm giá hơi cao
"🥰 Đồ ăn đỉnh xuất sắc,?!",2,đồ ăn đỉnh xuất sắc
"Đi ăn với bạn, quá xá 👍 Món này ngon thiệt luôn, thấy rat worth 🥰!! không có gì để chê",2,đi ăn với bạn quá xá món ngon thiệt luôn thấy rat worth không gì để chê
"xuất sắc, quán chuyên nghiệp chu đáo, thoải mái ✨ #review#food_review",2,xuất sắc quán chuyên nghiệp chu đáo thoải mái reviewfood_review
"Món này xuất sắc thiệt luôn, cần cải thiện thêm!!! <3!?!...!!!",2,món xuất sắc thiệt luôn cần cải thiện thêm 3
"Đi ăn với bạn, đỉnh thật sự, đồ ăn xuất sắc xuất sắc,",2,đi ăn với bạn đỉnh thật sự đồ ăn xuất sắc xuất sắc
"Giá tương đối hợp lý,",1,giá tương đối hợp lý
"Đi ăn với bạn, Khôngggg giab đẹp, sẽ quay lại lần sau!!! <3",2,đi ăn với bạn khôngggg giab đẹp sẽ quay lại lần sau 3
"đét Quán nàyyy thật, 😕..",0,đét quán nàyyy thật
"🆗 Phục vụ phục vụ tạm được, đáng đồng tiền(?!).",1,phục vụ phục vụ tạm đáng đồng tiền
"Chất lượng trung bình, #review#food_review",1,chất lượng trung bình reviewfood_review
"💯 khong gian ấm cúng, nên thử nhé!?! #review#food_review",2,khong gian ấm cúng nên thử nhé reviewfood_review
"Oder mang về, Đồ ăn xuất sắc xuất sắc, 💯 #review#food_review",2,oder mang về đồ ăn xuất sắc xuất sắc reviewfood_review
"Oder mang về, Quán tận tình chu đáo, sqng trọng",2,oder mang về quán tận tình chu đáo sqng trọng
"Đi ăn với bạn, Quán nhiệt tình chu đáo, sang trọng #review#food_review",2,đi ăn với bạn quán nhiệt tình chu đáo sang trọng reviewfood_review
"đc thất vọng quá, thất vọng về ,?! 😢 ...>.<(?)",0,đc thất vọng quá thất vọng về
"👍 Giá cả phải chăng,",2,giá cả phải chăng
"Oder mang về, 👍 khong gian đẹp, sẽ quayy lại lần sau!!!!...!!!!!! <3 #review#food_review",2,oder mang về khong gian đẹp sẽ quayy lại lần sau 3 reviewfood_review
"Đồ ăn ngon bình thường, giá hơi cao",1,đồ ăn ngon bình thường giá hơi cao
"Oder mang về, đét Đồ ăn chất lượng xuất sắc,.. quá xịn luôn vkoj đỉnh thật sự",2,oder mang về đét đồ ăn chất lượng xuất sắc quá xịn luôn vkoj đỉnh thật sự
"😢 Thất vọng về ,",0,thất vọng về
"không có gì để chê Đồ ăn xuất sắc xuất sắc,?! không có gì để chê #review#food_review",2,không gì để chê đồ ăn xuất sắc xuất sắc không gì để chê reviewfood_review
"💭 bình thường, đồ ăn ngon bình thường, cần cải thiện thêm.....?......?",1,bình thường đồ ăn ngon bình thường cần cải thiện thêm
"Giá cả hợp lý, 💯?! #review#food_review",2,giá cả hợp lý reviewfood_review
"đỉnh thật sự, giá cả hợp lý, 💯!?!",2,đỉnh thật sự giá cả hợp lý
"tương đối ổn Đồ ăn ngon bình thường, thấy rất worth vcl #review#food_review",1,tương đối ổn đồ ăn ngon bình thường thấy rất worth vcl reviewfood_review
"Không gian sang trọng, sẽ ủng hộ dàiii dài!!!",2,không gian sang trọng sẽ ủng hộ dàiii dài
"Vệ sinh vl, éo bao giờ quay lại 😠!!!?(?)(?) #review#food_review",0,vệ sinh vl éo bao giờ quay lại reviewfood_review
"👍 Đồ ăn xuất sắc xuất sắc,.. #review#food_review",2,đồ ăn xuất sắc xuất sắc reviewfood_review
"Thất vọng về ,",0,thất vọng về
"Ghé quán hôm qua, Giá cả phảii chăng,?!",2,ghé quán hôm qua giá cả phảii chăng
"Đi ăn với bạn, 🥰 Không gian ấm cúng, sẽ quay lại lần sau?! không có gì để chê xuất sắc quá xịn luôn",2,đi ăn với bạn không gian ấm cúng sẽ quay lại lần sau không gì để chê xuất sắc quá xịn luôn
"v 😐 khong gian đẹp, nhưng có thể tot hơn nữa!!! tương đối ổn...",1,v khong gian đẹp nhưng có thể tot hơn nữa tương đối ổn
"💭 Khôngg gian đẹp, nhưng nên nâng cấp dịch vụ",1,khôngg gian đẹp nhưng nên nâng cấp dịch vụ
Giá thì cắt cổ mà đồ ăn vcl 😞,0,giá thì cắt cổ mà đồ ăn vcl
"Oder mang về, Chất lượng trung bình,.. cũng được z #review#food_review",1,oder mang về chất lượng trung bình cũng z reviewfood_review
"đéo zui kinh hoàng Giá cả rẻ,!!! <3!?! #review#food_review",2,đéo zui kinh hoàng giá cả rẻ 3 reviewfood_review
"cực kỳ hài lòng Không gian sang trọng, nên thử nhé!!!!! ưng cái bụng xuất sắc #review#food_review",2,cực kỳ hài lòng không gian sang trọng nên thử nhé ưng cái bụng xuất sắc reviewfood_review
"😐 Chất lượng trung bình,!!!",1,chất lượng trung bình
"đỉnh thật sự Đi ăn với bạn, Giá cả hợp lý,!!!",2,đỉnh thật sự đi ăn với bạn giá cả hợp lý
"cũng được, phục vụ chuyên nghiệp tạm được, đáng đồng tiền?! 💭...?...",1,cũng phục vụ chuyên nghiệp tạm đáng đồng tiền
"Đi ăn với bạn, 👎 Quán này thật,, không thể chấp nhận được không đáng tiền......>.<",0,đi ăn với bạn quán thật không thể chấp nhận không đáng tiền
"Oder mang về, đỉnh thật sự, giá cả phải chăng,..!!! <3!!! <3!!! <3",2,oder mang về đỉnh thật sự giá cả phải chăng 3 3 3
"Phục vụ như c*t, thiếu chuyên nghiệp!!! #review#food_review",0,phục vụ như ct thiếu chuyên nghiệp reviewfood_review
"đét Giá tươnggg đối phải chăng, 💁, không có gì đặc biệt..",1,đét giá tươnggg đối phải chăng không gì đặc biệt
"Giá cả phải chăng, 🥰, cực kỳ hài lòng ✨?! #review#food_review",2,giá cả phải chăng cực kỳ hài lòng reviewfood_review
"kh gian thoải mái, nhưng có thể tốt hơn nữaaaa, tạm được!!!...?...?...? #review#food_review",1,kh gian thoải mái nhưng có thể tốt hơn nữaaaa tạm reviewfood_review
"quá xá Đồ ăn xuất sắc xuất sắc, 👍",2,quá xá đồ ăn xuất sắc xuất sắc
"không có gì để chê, khong gian sang trọng, recommend mọii ngườii nên dùng!?!",2,không gì để chê khong gian sang trọng recommend mọii ngườii nên dùng
"❤️ Không gian sang trọng, nên thử nhé!?!...!!!",2,không gian sang trọng nên thử nhé
"quá xịn luôn 🥰 Quán phục vụ chu đáo, sang trọng !?!!!! <3 #review#food_review",2,quá xịn luôn quán phục vụ chu đáo sang trọng 3 reviewfood_review
"Không gian ấm cúng, nhưng nên nâng cấp dịch vụ?!, bình thường!!(?!)",1,không gian ấm cúng nhưng nên nâng cấp dịch vụ bình thường
"Ghé quán hôm qua, khongg gian ấm cúng, nhưng nên nâng cấp dịch vụ",1,ghé quán hôm qua khongg gian ấm cúng nhưng nên nâng cấp dịch vụ
"hông gian ấm cúng, sẽ quay lại lần sau",2,hông gian ấm cúng sẽ quay lại lần sau
"Giá tương đối tốt,",1,giá tương đối tốt
"❤️ kinh hoàng Quán nhiệt tình chu đáo, đẹp #review#food_review",2,kinh hoàng quán nhiệt tình chu đáo đẹp reviewfood_review
"Đi ăn với bạn, Quán này thật, 😠",0,đi ăn với bạn quán thật
"Ghé quán hôm qua, thất vọng quá, 😢 phục vụ thiếu chuyên nghiệp, 😕",0,ghé quán hôm qua thất vọng quá phục vụ thiếu chuyên nghiệp
"đỉnh thật sự Ghé quán hôm qua, không có gì để chê, đồ ăn xuất sắc xuất sắc, 👍..  #review#food_review",2,đỉnh thật sự ghé quán hôm qua không gì để chê đồ ăn xuất sắc xuất sắc reviewfood_review
"Quán nhiệt tình chu đáo, đẹp #review#food_review",2,quán nhiệt tình chu đáo đẹp reviewfood_review
"zoui Đi ăn với bạn, Phục vụ phục vụ tạm được, thấy rat worth!!!",1,zoui đi ăn với bạn phục vụ phục vụ tạm thấy rat worth
"Quán nhiệt tình chu đáo, sang trọng #review#food_review",2,quán nhiệt tình chu đáo sang trọng reviewfood_review
